Economy,ADB Country Code,Sector,Country 2018 GDP,Scenario,as % of total GDP,in $ Mn,Employment (in 000),as % of sector GDP,as % of sector employment
Nepal,NEP,'BusinessTradePersonaland Public Services',29040.39898,'Additional impact under Longer containmentlarger demand shock',-2.20638.02 ,275,-5.09,-4.96
Nepal,NEP,Hotel and restaurants and Other Personal Services,29040.39898,'Additional impact under Longer containmentlarger demand shock',-0.2058.79 ,22,-4.28,-4.37
Nepal,NEP,'Light/Heavy ManufacturingUtilitiesand Construction',29040.39898,'Additional impact under Longer containmentlarger demand shock',-0.74214.80 ,142,-5.10,-4.83
Nepal,NEP,Transport services,29040.39898,'Additional impact under Longer containmentlarger demand shock',-0.3292.70 ,14,-4.62,-3.23
Nepal,NEP,_All,29040.39898,'Additional impact under Longer containmentlarger demand shock',-4.87,' 1,413.50 ',898,-4.87,-4.70
Singapore,SIN,'AgricultureMining and Quarrying',364156.6578,'Additional impact under Longer containmentlarger demand shock',0.002.51 ,0,-2.77,-2.77
Singapore,SIN,'BusinessTradePersonaland Public Services',364156.6578,'Additional impact under Longer containmentlarger demand shock',-1.47,' 5,352.90 ',66,-2.37,-2.44
Singapore,SIN,Hotel and restaurants and Other Personal Services,364156.6578,'Additional impact under Longer containmentlarger demand shock',-0.25904.45 ,20,-4.99,-4.85
Singapore,SIN,'Light/Heavy ManufacturingUtilitiesand Construction',364156.6578,'Additional impact under Longer containmentlarger demand shock',-0.46,' 1,677.67 ',14,-1.76,-2.10
Singapore,SIN,Transport services,364156.6578,'Additional impact under Longer containmentlarger demand shock',-0.08298.09 ,4,-1.19,-1.19
Singapore,SIN,_All,364156.6578,'Additional impact under Longer containmentlarger demand shock',-2.26,' 8,235.62 ',105,-2.26,-2.52
Hong KongChina,HKG,'AgricultureMining and Quarrying',362682.0182,'Additional impact under Longer containmentlarger demand shock',0.008.46 ,0,-3.44,-3.44
Hong KongChina,HKG,'BusinessTradePersonaland Public Services',362682.0182,'Additional impact under Longer containmentlarger demand shock',-2.28,' 8,251.29 ',77,-2.85,-3.21
Hong KongChina,HKG,Hotel and restaurants and Other Personal Services,362682.0182,'Additional impact under Longer containmentlarger demand shock',-0.27983.34 ,39,-3.87,-4.15
Hong KongChina,HKG,'Light/Heavy ManufacturingUtilitiesand Construction',362682.0182,'Additional impact under Longer containmentlarger demand shock',-0.37,' 1,331.62 ',27,-4.88,-4.64
Hong KongChina,HKG,Transport services,362682.0182,'Additional impact under Longer containmentlarger demand shock',-0.09324.16 ,5,-1.58,-1.57
Hong KongChina,HKG,_All,362682.0182,'Additional impact under Longer containmentlarger demand shock',-3.01,' 10,898.86 ',148,-3.01,-3.48
People's Republic of China,PRC,'Shorter containmentsmaller demand shock',13608151.86,'Additional impact under Shorter containmentsmaller demand shock',-4.62,' 628,048.51 ',na,-4.62,na
Indonesia,INO,'Shorter containmentsmaller demand shock',1042173.301,'Additional impact under Shorter containmentsmaller demand shock',-0.48,' 4,976.82 ',na,-0.48,na
India,IND,'Shorter containmentsmaller demand shock',2718732.231,'Additional impact under Shorter containmentsmaller demand shock',-0.24,' 6,582.28 ',na,-0.24,na
Republic of Korea,KOR,'Shorter containmentsmaller demand shock',1619423.701,'Additional impact under Shorter containmentsmaller demand shock',-2.25,' 36,386.90 ',na,-2.25,na
Taipei,TAP,'Shorter containmentsmaller demand shock',608186,'Additional impact under Shorter containmentsmaller demand shock',-1.42,' 8,626.39 ',na,-1.42,na
Bangladesh,BAN,'Shorter containmentsmaller demand shock',274024.959,'Additional impact under Shorter containmentsmaller demand shock',-0.18491.26 ,na,-0.18,na
Malaysia,MAL,'Shorter containmentsmaller demand shock',358581.9434,'Additional impact under Shorter containmentsmaller demand shock',-1.11,' 3,975.62 ',na,-1.11,na
Philippines,PHI,'Shorter containmentsmaller demand shock',330910.3436,'Additional impact under Shorter containmentsmaller demand shock',-0.79,' 2,616.06 ',na,-0.79,na
Thailand,THA,'Shorter containmentsmaller demand shock',504992.7577,'Additional impact under Shorter containmentsmaller demand shock',-2.31,' 11,640.81 ',na,-2.31,na
Viet Nam,VIE,'Shorter containmentsmaller demand shock',245213.6864,'Additional impact under Shorter containmentsmaller demand shock',-1.43,' 3,505.01 ',na,-1.43,na
Kazakhstan,KAZ,'Shorter containmentsmaller demand shock',179339.9949,'Additional impact under Shorter containmentsmaller demand shock',-0.95,' 1,712.19 ',na,-0.95,na
Mongolia,MON,'Shorter containmentsmaller demand shock',13066.74914,'Additional impact under Shorter containmentsmaller demand shock',-1.96256.61 ,na,-1.96,na
Sri Lanka,SRI,'Shorter containmentsmaller demand shock',88900.77086,'Additional impact under Shorter containmentsmaller demand shock',-1.68,' 1,492.79 ',na,-1.68,na
Pakistan,PAK,'Shorter containmentsmaller demand shock',314588.2105,'Additional impact under Shorter containmentsmaller demand shock',-0.13414.68 ,na,-0.13,na
Fiji,FIJ,'Shorter containmentsmaller demand shock',5536.759659,'Additional impact under Shorter containmentsmaller demand shock',-3.69204.50 ,na,-3.69,na
Lao People's Democratic Republic,LAO,'Shorter containmentsmaller demand shock',17953.78642,'Additional impact under Shorter containmentsmaller demand shock',-1.01181.35 ,na,-1.01,na
Brunei Darussalam,BRU,'Shorter containmentsmaller demand shock',13567.35118,'Additional impact under Shorter containmentsmaller demand shock',-0.96130.28 ,na,-0.96,na
Bhutan,BHU,'Shorter containmentsmaller demand shock',2534.965163,'Additional impact under Shorter containmentsmaller demand shock',-0.389.60 ,na,-0.38,na
Kyrgyz Republic,KGZ,'Shorter containmentsmaller demand shock',8092.836609,'Additional impact under Shorter containmentsmaller demand shock',-1.0887.27 ,na,-1.08,na
Cambodia,CAM,'Shorter containmentsmaller demand shock',24542.47406,'Additional impact under Shorter containmentsmaller demand shock',-3.64893.70 ,na,-3.64,na
Singapore,SIN,'Shorter containmentsmaller demand shock',364156.6578,'Additional impact under Shorter containmentsmaller demand shock',-1.30,' 4,734.95 ',na,-1.30,na
Hong KongChina,HKG,'Shorter containmentsmaller demand shock',362682.0182,'Additional impact under Shorter containmentsmaller demand shock',-1.40,' 5,070.80 ',na,-1.40,na
People's Republic of China,PRC,'Longer containmentlarger demand shock',13608151.86,'Additional impact under Shorter containmentsmaller demand shock',nana ,na,na,na
Indonesia,INO,'Longer containmentlarger demand shock',1042173.301,'Additional impact under Shorter containmentsmaller demand shock',na,na,na,na,na
India,IND,'Longer containmentlarger demand shock',2718732.231,'Additional impact under Shorter containmentsmaller demand shock',na,na,na,na,na
Republic of Korea,KOR,'Longer containmentlarger demand shock',1619423.701,'Additional impact under Shorter containmentsmaller demand shock',na,na,na,na,na
Taipei,TAP,'Longer containmentlarger demand shock',608186,'Additional impact under Shorter containmentsmaller demand shock',na,na,na,na,na
Bangladesh,BAN,'Longer containmentlarger demand shock',274024.959,'Additional impact under Shorter containmentsmaller demand shock',na,na,na,na,na
Malaysia,MAL,'Longer containmentlarger demand shock',358581.9434,'Additional impact under Shorter containmentsmaller demand shock',na,na,na,na,na
Philippines,PHI,'Longer containmentlarger demand shock',330910.3436,'Additional impact under Shorter containmentsmaller demand shock',na,na,na,na,na
Thailand,THA,'Longer containmentlarger demand shock',504992.7577,'Additional impact under Shorter containmentsmaller demand shock',na,na,na,na,na
Viet Nam,VIE,'Longer containmentlarger demand shock',245213.6864,'Additional impact under Shorter containmentsmaller demand shock',na,na,na,na,na
Kazakhstan,KAZ,'Longer containmentlarger demand shock',179339.9949,'Additional impact under Shorter containmentsmaller demand shock',na,na,na,na,na
Mongolia,MON,'Longer containmentlarger demand shock',13066.74914,'Additional impact under Shorter containmentsmaller demand shock',na,na,na,na,na
Sri Lanka,SRI,'Longer containmentlarger demand shock',88900.77086,'Additional impact under Shorter containmentsmaller demand shock',na,na,na,na,na
Pakistan,PAK,'Longer containmentlarger demand shock',314588.2105,'Additional impact under Shorter containmentsmaller demand shock',na,na,na,na,na
Fiji,FIJ,'Longer containmentlarger demand shock',5536.759659,'Additional impact under Shorter containmentsmaller demand shock',na,na,na,na,na
Lao People's Democratic Republic,LAO,'Longer containmentlarger demand shock',17953.78642,'Additional impact under Shorter containmentsmaller demand shock',na,na,na,na,na
Brunei Darussalam,BRU,'Longer containmentlarger demand shock',13567.35118,'Additional impact under Shorter containmentsmaller demand shock',na,na,na,na,na
Bhutan,BHU,'Longer containmentlarger demand shock',2534.965163,'Additional impact under Shorter containmentsmaller demand shock',na,na,na,na,na
Kyrgyz Republic,KGZ,'Longer containmentlarger demand shock',8092.836609,'Additional impact under Shorter containmentsmaller demand shock',na,na,na,na,na
Cambodia,CAM,'Longer containmentlarger demand shock',24542.47406,'Additional impact under Shorter containmentsmaller demand shock',na,na,na,na,na
Singapore,SIN,'Longer containmentlarger demand shock',364156.6578,'Additional impact under Shorter containmentsmaller demand shock',na,na,na,na,na
Hong KongChina,HKG,'Longer containmentlarger demand shock',362682.0182,'Additional impact under Shorter containmentsmaller demand shock',na,na,na,na,na
People's Republic of China,PRC,'Shorter containmentsmaller demand shock',13608151.86,'Additional impact under Longer containmentlarger demand shock',na,na,na,na,na
Indonesia,INO,'Shorter containmentsmaller demand shock',1042173.301,'Additional impact under Longer containmentlarger demand shock',na,na,na,na,na
India,IND,'Shorter containmentsmaller demand shock',2718732.231,'Additional impact under Longer containmentlarger demand shock',na,na,na,na,na
Republic of Korea,KOR,'Shorter containmentsmaller demand shock',1619423.701,'Additional impact under Longer containmentlarger demand shock',na,na,na,na,na
Taipei,TAP,'Shorter containmentsmaller demand shock',608186,'Additional impact under Longer containmentlarger demand shock',na,na,na,na,na
Bangladesh,BAN,'Shorter containmentsmaller demand shock',274024.959,'Additional impact under Longer containmentlarger demand shock',na,na,na,na,na
Malaysia,MAL,'Shorter containmentsmaller demand shock',358581.9434,'Additional impact under Longer containmentlarger demand shock',na,na,na,na,na
Philippines,PHI,'Shorter containmentsmaller demand shock',330910.3436,'Additional impact under Longer containmentlarger demand shock',na,na,na,na,na
Thailand,THA,'Shorter containmentsmaller demand shock',504992.7577,'Additional impact under Longer containmentlarger demand shock',na,na,na,na,na
Viet Nam,VIE,'Shorter containmentsmaller demand shock',245213.6864,'Additional impact under Longer containmentlarger demand shock',na,na,na,na,na
Kazakhstan,KAZ,'Shorter containmentsmaller demand shock',179339.9949,'Additional impact under Longer containmentlarger demand shock',na,na,na,na,na
Mongolia,MON,'Shorter containmentsmaller demand shock',13066.74914,'Additional impact under Longer containmentlarger demand shock',na,na,na,na,na
Sri Lanka,SRI,'Shorter containmentsmaller demand shock',88900.77086,'Additional impact under Longer containmentlarger demand shock',na,na,na,na,na
Pakistan,PAK,'Shorter containmentsmaller demand shock',314588.2105,'Additional impact under Longer containmentlarger demand shock',na,na,na,na,na
Fiji,FIJ,'Shorter containmentsmaller demand shock',5536.759659,'Additional impact under Longer containmentlarger demand shock',na,na,na,na,na
Lao People's Democratic Republic,LAO,'Shorter containmentsmaller demand shock',17953.78642,'Additional impact under Longer containmentlarger demand shock',na,na,na,na,na
Brunei Darussalam,BRU,'Shorter containmentsmaller demand shock',13567.35118,'Additional impact under Longer containmentlarger demand shock',na,na,na,na,na
Bhutan,BHU,'Shorter containmentsmaller demand shock',2534.965163,'Additional impact under Longer containmentlarger demand shock',na,na,na,na,na
Kyrgyz Republic,KGZ,'Shorter containmentsmaller demand shock',8092.836609,'Additional impact under Longer containmentlarger demand shock',na,na,na,na,na
Cambodia,CAM,'Shorter containmentsmaller demand shock',24542.47406,'Additional impact under Longer containmentlarger demand shock',na,na,na,na,na
Singapore,SIN,'Shorter containmentsmaller demand shock',364156.6578,'Additional impact under Longer containmentlarger demand shock',na,na,na,na,na
Hong KongChina,HKG,'Shorter containmentsmaller demand shock',362682.0182,'Additional impact under Longer containmentlarger demand shock',na,na,na,na,na
People's Republic of China,PRC,'Longer containmentlarger demand shock',13608151.86,'Additional impact under Longer containmentlarger demand shock',-5.08,' 691,601.22 ',na,-5.08,na
Indonesia,INO,'Longer containmentlarger demand shock',1042173.301,'Additional impact under Longer containmentlarger demand shock',-0.95,' 9,892.22 ',na,-0.95,na
India,IND,'Longer containmentlarger demand shock',2718732.231,'Additional impact under Longer containmentlarger demand shock',-0.50,' 13,615.25 ',na,-0.50,na
Republic of Korea,KOR,'Longer containmentlarger demand shock',1619423.701,'Additional impact under Longer containmentlarger demand shock',-5.42,' 87,701.77 ',na,-5.42,na
Taipei,TAP,'Longer containmentlarger demand shock',608186,'Additional impact under Longer containmentlarger demand shock',-2.50,' 15,218.12 ',na,-2.50,na
Bangladesh,BAN,'Longer containmentlarger demand shock',274024.959,'Additional impact under Longer containmentlarger demand shock',-0.44,' 1,193.27 ',na,-0.44,na
Malaysia,MAL,'Longer containmentlarger demand shock',358581.9434,'Additional impact under Longer containmentlarger demand shock',-2.23,' 8,011.02 ',na,-2.23,na
Philippines,PHI,'Longer containmentlarger demand shock',330910.3436,'Additional impact under Longer containmentlarger demand shock',-1.62,' 5,357.61 ',na,-1.62,na
Thailand,THA,'Longer containmentlarger demand shock',504992.7577,'Additional impact under Longer containmentlarger demand shock',-4.64,' 23,444.02 ',na,-4.64,na
Viet Nam,VIE,'Longer containmentlarger demand shock',245213.6864,'Additional impact under Longer containmentlarger demand shock',-2.92,' 7,166.55 ',na,-2.92,na
Kazakhstan,KAZ,'Longer containmentlarger demand shock',179339.9949,'Additional impact under Longer containmentlarger demand shock',-1.98,' 3,549.16 ',na,-1.98,na
Mongolia,MON,'Longer containmentlarger demand shock',13066.74914,'Additional impact under Longer containmentlarger demand shock',-2.73356.22 ,na,-2.73,na
Sri Lanka,SRI,'Longer containmentlarger demand shock',88900.77086,'Additional impact under Longer containmentlarger demand shock',-3.45,' 3,063.38 ',na,-3.45,na
